home,away,liga,data,hora,btts_liga,over_2.5_liga,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Retrô,América-RN,Brasil - Brasileirão Série D,"Dom, 04 Agosto 2024",16:00,43%,40%,E V V V D,V V V V V,E V D D E,E V V V E,E V V V E,V E D E E,1.8,2.57,1.13,1.8,2.5,1,53%,86%,25%,2.33,2.57,2.13,1.47,2,1,0.87,0.57,1.13,53%,43%,63%,40%,57%,25%,20%,0%,38%,53%,71%,38%,1.61,2.07,1.15,1.14,1.01,1.27,47%,75%,14%,1.93,2,1.86,1.27,1.63,0.86,0.67,1,1,47%,38%,57%,47%,63%,29%,20%,0%,43%,60%,75%,43%,1.46,1.66,1.24,1.4,1.16,1.67
Maranhão,Manaus,Brasil - Brasileirão Série D,"Dom, 04 Agosto 2024",16:00,43%,40%,E V V V E,V V V D D,E V E E E,E V V D V,E V D V V,V E D V D,1.87,2.14,1.63,1.71,2,1.33,53%,71%,38%,2.2,2.57,1.88,1.53,2,1.13,0.67,0.57,0.75,40%,14%,63%,47%,57%,38%,20%,29%,13%,60%,57%,63%,1.92,2.31,1.54,1.44,1.31,1.57,50%,63%,33%,2.5,2.5,2.5,1.36,1.38,1.33,1.14,1.17,1.17,43%,38%,50%,36%,38%,33%,36%,25%,50%,50%,50%,50%,1.77,1.88,1.59,1.34,1.24,1.5
Maringá,Novo Hamburgo,Brasil - Brasileirão Série D,"Dom, 04 Agosto 2024",18:30,43%,40%,V V V D V,V V V V V,V V D V E,D V E V E,D V E D D,E V D D V,2.33,3,1.75,1.2,1.13,1.29,73%,100%,50%,2.73,2.29,3.13,1.93,2.14,1.75,0.8,0.14,1.38,47%,14%,75%,53%,86%,25%,0%,0%,0%,87%,100%,75%,1.64,1.62,1.67,1.43,1.18,1.64,27%,25%,29%,2.33,2.25,2.43,1.07,1,1.14,1.27,1.29,1.29,73%,63%,86%,20%,25%,14%,20%,25%,14%,33%,50%,14%,1.31,1.43,1.15,1.3,1.3,1.31
Juventus-SC,Caravaggio,Brasil - Campeonato Catarinense 2ª Divisão,"Dom, 04 Agosto 2024",15:00,49%,33%,E V E V V,V V V D E,E E D D E,V E V V E,V V V D,E V E V D,1.45,2.17,0.6,1.89,2.25,1.6,36%,67%,0%,2.36,2.67,2,1.18,1.5,0.8,1.18,1.17,1.2,64%,50%,80%,18%,33%,0%,27%,33%,20%,27%,33%,20%,1.58,1.68,1.38,1.68,1.45,2.16,56%,75%,40%,2.78,3.25,2.4,1.78,2.25,1.4,1,1,1,44%,50%,40%,56%,50%,60%,11%,0%,20%,56%,75%,40%,1.71,1.47,1.81,1.57,1.73,1.51
Camboriú,Santa Catarina,Brasil - Campeonato Catarinense 2ª Divisão,"Dom, 04 Agosto 2024",15:00,49%,33%,V D V D E,D V E D V,V D D E D,E E E V E,E V V V V,E E E V,1.27,1.67,0.8,2.11,2.6,1.5,36%,50%,20%,2.18,1.5,3,1,0.83,1.2,1.18,0.67,1.8,36%,33%,40%,27%,33%,20%,45%,33%,60%,36%,50%,20%,1.24,1.28,1.17,1.07,1.03,1.14,56%,80%,25%,2.11,1.6,2.75,1.44,1.4,1.5,0.67,1.25,1.25,56%,20%,100%,44%,80%,0%,0%,0%,0%,56%,80%,25%,0.76,0,1.26,0.7,0,1.2
Porto BA,Colo-Colo-BA,Brasil - Campeonato Baiano 2ª Divisão,"Dom, 04 Agosto 2024",15:00,43%,27%,E V V V D,V V V V E,E V D E D,E V E E V,V E E V E,E E V E V,1.73,2.6,1,1.91,1.8,2,45%,80%,17%,1.64,2.2,1.17,1,1.6,0.5,0.64,0.6,0.67,45%,60%,33%,36%,40%,33%,27%,0%,50%,45%,40%,50%,0.69,0,0.94,1.09,0,1.34,45%,40%,50%,1.45,0.8,2,1.09,0.6,1.5,0.36,0.5,0.5,36%,20%,50%,64%,80%,50%,27%,40%,17%,55%,40%,67%,1.25,1.52,1.1,1.1,0.9,1.23
Monsoon,Pelotas,Brasil - Campeonato Gaúcho A2,"Dom, 04 Agosto 2024",11:00,42%,38%,E E E V E,E V V V V,E E E D E,E V E D V,E E V V E,V D E D D,1.84,2.33,1.4,1.58,1.9,1.22,47%,67%,30%,1.84,2.33,1.4,1.21,1.78,0.7,0.63,0.56,0.7,37%,44%,30%,53%,56%,50%,37%,22%,50%,47%,67%,30%,1.19,1.35,0.97,1.56,1.51,1.63,42%,50%,33%,2.05,1.9,2.22,1.21,1.4,1,0.84,1.22,1.22,42%,40%,44%,42%,50%,33%,32%,30%,33%,42%,60%,22%,1.42,1.35,1.53,1.11,0.99,1.3
Juventus-SP,Oeste,Brasil - Copa Paulista,"Dom, 04 Agosto 2024",10:00,47%,34%,D E E E V,D E E,E E V E,V V V D D,V D D E,V V E,1.14,0.67,1.5,1.57,1,2.33,14%,0%,25%,2.29,1.67,2.75,1.14,0.67,1.5,1.14,1,1.25,71%,67%,75%,14%,0%,25%,14%,33%,0%,43%,33%,50%,1.42,1.54,1.32,1.51,1.37,1.62,43%,25%,67%,1.14,1.5,0.67,0.57,0.5,0.67,0.57,0,0,14%,25%,0%,57%,25%,100%,57%,75%,33%,43%,25%,67%,1.44,1.43,1.45,1.53,1.48,1.63
Francana,Comercial,Brasil - Copa Paulista,"Dom, 04 Agosto 2024",10:30,47%,34%,V D E E V,D E V,V E E,E V D E E,E V E,D E,1.5,1.33,1.67,1.2,1.67,0.5,33%,33%,33%,1.83,2,1.67,1,1,1,0.83,1,0.67,50%,33%,67%,50%,67%,33%,33%,33%,33%,50%,33%,67%,1.7,1.54,1.86,1.67,1.52,1.82,20%,33%,0%,3.2,3,3.5,1.4,1.67,1,1.8,2.5,2.5,80%,67%,100%,20%,33%,0%,20%,33%,0%,60%,33%,100%,1.89,2.29,1.3,1.95,1.71,2.31
União Suzano,São Caetano,Brasil - Copa Paulista,"Dom, 04 Agosto 2024",15:00,47%,34%,D D E D D,D E E,D D D E,V E D V V,E D V E,V V V,0.43,0.67,0.25,2,1.25,3,0%,0%,0%,2.71,2.33,3,0.71,1,0.5,2,1.33,2.5,57%,67%,50%,14%,0%,25%,43%,33%,50%,14%,33%,0%,1.41,1.7,1.26,1.87,2,1.8,57%,25%,100%,2.57,3,2,1.71,1.75,1.67,0.86,0.33,0.33,57%,75%,33%,29%,0%,67%,14%,25%,0%,71%,75%,67%,1.87,1.86,1.9,1.29,0.99,1.91
Portuguesa-RJ Sub-20,Madureira Sub-20,Brasil - Campeonato Carioca Sub 20,"Dom, 04 Agosto 2024",10:00,53%,53%,D V D D D,V D D V,D D D D,V V V V E,V V E D,V V E D,0.75,1.5,0,1.75,1.75,1.75,25%,50%,0%,3.38,3.75,3,1.25,1.75,0.75,2.13,2,2.25,63%,75%,50%,0%,0%,0%,38%,25%,50%,25%,25%,25%,1.14,1.47,0.82,1.92,1.95,1.89,50%,50%,50%,2.63,2.5,2.75,1.5,1.5,1.5,1.13,1.25,1.25,63%,50%,75%,38%,50%,25%,0%,0%,0%,75%,100%,50%,1.88,1.55,2.33,1.38,1.19,1.65
Botafogo Sub-20,Sampaio Corrêa RJ Sub-20,Brasil - Campeonato Carioca Sub 20,"Dom, 04 Agosto 2024",10:00,53%,53%,E E D V V,E V V E,E D V V,D D D D E,D D E D,D D E D,1.88,2,1.75,0.25,0.25,0.25,50%,50%,50%,3.63,3.5,3.75,2.5,2.75,2.25,1.13,0.75,1.5,75%,75%,75%,25%,25%,25%,0%,0%,0%,75%,75%,75%,1.8,2.27,1.34,1.68,1.69,1.67,0%,0%,0%,2.25,2.75,1.75,0.75,1,0.5,1.5,1.25,1.25,50%,75%,25%,13%,0%,25%,50%,25%,75%,0%,0%,0%,1.46,1.53,1.41,1.67,1.88,1.52
Inter de Limeira Sub 20,Corinthians Sub 20,Brasil - Campeonato Paulista Sub 20,"Dom, 04 Agosto 2024",15:00,49%,62%,D E E V E,D V E V V,E E E E V,V V E V V,V E V E V,V V V V V,1.57,1.57,1.57,2.36,1.71,3,36%,43%,29%,3.36,3.29,3.43,1.79,1.71,1.86,1.57,1.57,1.57,86%,71%,100%,7%,14%,0%,14%,29%,0%,36%,43%,29%,1.69,1.73,1.64,1.63,1.65,1.61,71%,43%,100%,2.5,2.14,2.86,1.86,1.43,2.29,0.64,0.57,0.57,50%,43%,57%,43%,43%,43%,14%,29%,0%,64%,57%,71%,1.67,1.81,1.51,1.36,1.18,1.57
Ferroviária Sub 20,Palmeiras Sub 20,Brasil - Campeonato Paulista Sub 20,"Dom, 04 Agosto 2024",15:00,49%,62%,V D D E D,V E D V V,D D V V D,V V V V V,V V V V V,V V V V V,1.71,2,1.43,2.86,3,2.71,50%,57%,43%,3.57,3.86,3.29,2.79,3.43,2.14,0.79,0.43,1.14,36%,29%,43%,43%,57%,29%,29%,29%,29%,43%,43%,43%,2.72,2.81,2.67,1.2,1.18,1.22,93%,100%,86%,4.07,4.86,3.29,3.86,4.71,3,0.21,0.29,0.29,21%,14%,29%,79%,86%,71%,0%,0%,0%,79%,86%,71%,2.58,2.91,2.25,1.08,0.88,1.29
Atlético-MG Sub-20,Inter de Minas Sub-20,Brasil - Campeonato Mineiro Sub 20,"Dom, 04 Agosto 2024",10:00,32%,56%,E V V V V,E V V V V,V V V V V,V V D V V,V V V V V,V D V E V,2.55,2.6,2.5,2.5,3,2,82%,80%,83%,4.09,3.4,4.67,3.73,3,4.33,0.36,0.4,0.33,18%,20%,17%,73%,80%,67%,9%,0%,17%,82%,100%,67%,2.28,2.12,2.43,1.29,1.44,1.14,80%,100%,60%,3.3,2.2,4.4,2.4,1.6,3.2,0.9,1.2,1.2,40%,20%,60%,60%,80%,40%,0%,0%,0%,70%,80%,60%,1.62,2.04,1.52,1.6,1.21,1.7
Lokomotiv Sofia 1929,Cherno More,Bulgária - Campeonato Búlgaro,"Dom, 04 Agosto 2024",13:00,35%,35%,E D,D,E,V E,V E,,0.5,0,1,2,2,0,0%,0%,0%,3.5,7,0,0.5,1,0,3,6,0,50%,100%,0%,50%,0%,100%,50%,0%,100%,50%,100%,0%,1.02,1.21,0.84,1.95,2.06,1.84,50%,50%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,50%,50%,0%,50%,50%,0%,1.81,2.31,0,0.41,0.91,0
Levski Krumovgrad,Botev Plovdiv,Bulgária - Campeonato Búlgaro,"Dom, 04 Agosto 2024",15:15,35%,35%,D V,V,D,E V,E,V,1.5,3,0,2,1,3,50%,100%,0%,1,1,1,0.5,1,0,0.5,0,1,0%,0%,0%,50%,100%,0%,50%,0%,100%,50%,100%,0%,1.52,1.4,1.64,1.37,1.68,1.06,50%,0%,100%,4,4,4,2.5,2,3,1.5,1,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,100%,100%,100%,1.69,1.88,1.49,1.16,1.42,0.89
Yantra 2019,Lokomotiv G. Oryahovitsa,Bulgária - 2ª Divisão da Bulgária,"Dom, 04 Agosto 2024",12:00,42%,38%,E D,D,E,D D,D,D,0.5,0,1,0,0,0,0%,0%,0%,2.5,3,2,1,1,1,1.5,2,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,100%,100%,100%,0.93,1.04,0.82,1.4,1.14,1.66,0%,0%,0%,2.5,3,2,0,0,0,2.5,2,2,0%,0%,0%,0%,0%,0%,100%,100%,100%,0%,0%,0%,1.15,1.42,0.88,1.23,1.16,1.29
CSKA Sofia II,Sportist Svoge,Bulgária - 2ª Divisão da Bulgária,"Dom, 04 Agosto 2024",12:00,42%,38%,D D,D,D,D D,D D,,0,0,0,0,0,0,0%,0%,0%,2.5,1,4,0,0,0,2.5,1,4,0%,0%,0%,0%,0%,0%,100%,100%,100%,0%,0%,0%,1.22,1.68,0.75,1.24,0.8,1.67,0%,0%,0%,1,1,0,0,0,0,1,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,0.55,1.05,0,0.4,0.9,0
Valour FC,Forge FC,Canadá - Campeonato Canadense,"Dom, 04 Agosto 2024",16:00,56%,56%,V E D D V,D V D D V,V E D D E,V E V E D,V V E V V,E D E D D,0.88,1.2,0.73,1.67,2.38,0.86,25%,40%,18%,2.88,2.2,3.18,1.13,1,1.18,1.75,1.2,2,56%,20%,73%,19%,40%,9%,25%,40%,18%,50%,40%,55%,1.19,1.12,1.22,1.43,1.27,1.51,47%,75%,14%,3.13,3.38,2.86,1.8,2.25,1.29,1.33,1.57,1.57,60%,75%,43%,27%,25%,29%,20%,0%,43%,40%,50%,29%,1.63,1.69,1.56,1.27,1.2,1.35
Cobresal,Cobreloa,Chile - Campeonato Chileno,"Dom, 04 Agosto 2024",16:00,51%,60%,D E V E D,E V D E E,D E E V D,V E D D E,V D E D D,E D D D V,0.94,1.11,0.75,1.06,1.22,0.88,18%,22%,13%,3.41,3.78,3,1.59,1.89,1.25,1.82,1.89,1.75,71%,78%,63%,12%,11%,13%,18%,11%,25%,53%,56%,50%,1.53,1.62,1.44,1.75,1.61,1.9,29%,33%,25%,3.35,3.11,3.63,1.06,1.22,0.88,2.29,2.75,2.75,53%,67%,38%,18%,11%,25%,29%,22%,38%,29%,11%,50%,1.45,1.84,1.01,1.66,1.46,1.89
Universidad de Chile,Deportes Copiapó,Chile - Campeonato Chileno,"Dom, 04 Agosto 2024",18:30,51%,60%,D E V E D,E D E E E,D E V V V,V D V V D,V V V D V,D V D D D,1.94,1.43,2.3,1.06,1.88,0.33,53%,29%,70%,2.76,2.14,3.2,1.76,1.14,2.2,1,1,1,59%,57%,60%,35%,43%,30%,12%,14%,10%,65%,71%,60%,1.73,1.7,1.75,1.38,1.29,1.44,35%,63%,11%,3,3,3,1.35,2,0.78,1.65,2.22,2.22,41%,38%,44%,29%,50%,11%,29%,13%,44%,53%,63%,44%,1.36,1.61,1.15,1.53,1.5,1.56
Audax Italiano,Ñublense,Chile - Campeonato Chileno,"Dom, 04 Agosto 2024",21:00,51%,60%,V D D D V,V D D D E,D D V V V,D D V E E,D V E V D,D E D D E,1,0.57,1.3,1.12,1.56,0.63,29%,14%,40%,2.59,2.86,2.4,1.18,1,1.3,1.41,1.86,1.1,41%,57%,30%,29%,14%,40%,35%,29%,40%,47%,29%,60%,1.35,1.4,1.32,1.53,1.5,1.55,29%,44%,13%,2.94,2.78,3.13,1.59,1.89,1.25,1.35,1.88,1.88,47%,33%,63%,41%,56%,25%,24%,22%,25%,47%,56%,38%,1.43,1.56,1.28,1.59,1.29,1.93
Santiago Morning,Magallanes,Chile - 2ª Divisão do Chile,"Dom, 04 Agosto 2024",13:30,52%,53%,D D V V V,D V V V E,D V D E E,E D D V V,E D V E V,D V V D V,1.47,1.9,1,1.58,1.7,1.44,42%,60%,22%,2.63,2.8,2.44,1.42,1.7,1.11,1.21,1.1,1.33,58%,60%,56%,21%,20%,22%,26%,20%,33%,42%,50%,33%,1.52,1.59,1.45,1.79,1.61,2,47%,50%,44%,2.53,2.8,2.22,1.42,1.7,1.11,1.11,1.11,1.11,53%,60%,44%,26%,20%,33%,32%,30%,33%,37%,50%,22%,1.92,2.07,1.75,1.41,1.37,1.45
Barnechea,La Serena,Chile - 2ª Divisão do Chile,"Dom, 04 Agosto 2024",13:30,52%,53%,V V E E V,V E E V D,V E V D V,V V V V V,V V E V V,V V V E D,1.76,2,1.6,2.37,2.3,2.44,47%,57%,40%,2.65,2.86,2.5,1.53,1.86,1.3,1.12,1,1.2,59%,57%,60%,35%,43%,30%,24%,29%,20%,41%,29%,50%,1.81,1.9,1.74,1.46,1.45,1.47,74%,70%,78%,1.84,1.8,1.89,1.32,1.3,1.33,0.53,0.56,0.56,37%,40%,33%,58%,60%,56%,21%,20%,22%,68%,60%,78%,1.54,1.67,1.4,1.8,1.62,2
Deportes Temuco,Santiago Wanderers,Chile - 2ª Divisão do Chile,"Dom, 04 Agosto 2024",16:00,52%,53%,V V V E D,V E D D E,V V D E E,V D V E V,V D E V D,V E E E E,1.16,0.8,1.56,1.32,1.2,1.44,32%,20%,44%,1.79,1.6,2,0.74,0.5,1,1.05,1.1,1,32%,20%,44%,42%,30%,56%,42%,60%,22%,42%,30%,56%,1.58,1.84,1.28,1.99,1.75,2.27,32%,30%,33%,2.84,3.2,2.44,1.58,1.9,1.22,1.26,1.22,1.22,74%,70%,78%,16%,20%,11%,16%,10%,22%,63%,70%,56%,1.69,1.95,1.39,1.82,1.65,2
Fernández Vial,Provincial Osorno,Chile - 3ª Divisão do Chile,"Dom, 04 Agosto 2024",13:00,56%,48%,E E V V E,V E E E V,E E V D E,D D D E E,D D E E V,D E E D D,1,1.43,0.67,1.25,1.75,0.75,19%,29%,11%,1.94,1.57,2.22,1,1.14,0.89,0.94,0.43,1.33,38%,29%,44%,44%,57%,33%,44%,43%,44%,38%,43%,33%,1.25,1.18,1.31,1.42,1.16,1.62,31%,50%,13%,3.5,3,4,1.63,1.5,1.75,1.88,2.25,2.25,75%,63%,88%,19%,38%,0%,6%,0%,13%,56%,88%,25%,1.51,1.48,1.55,1.82,1.68,1.96
General Velásquez,Deportes Rengo,Chile - 3ª Divisão do Chile,"Dom, 04 Agosto 2024",16:00,56%,48%,V V E E V,V V V V D,V E E D E,V E D V E,V D V E V,E E V V V,1.81,1.86,1.78,1.63,1.22,2.14,50%,57%,44%,3.25,4,2.67,2,2.29,1.78,1.25,1.71,0.89,56%,57%,56%,38%,29%,44%,19%,14%,22%,63%,71%,56%,1.71,1.64,1.78,1.43,1.17,1.63,44%,33%,57%,2.25,2.22,2.29,1.25,1,1.57,1,0.71,0.71,63%,56%,71%,25%,22%,29%,19%,22%,14%,63%,67%,57%,1.45,1.44,1.47,1.34,1.37,1.31
Provincial Ovalle,Trasandino,Chile - 3ª Divisão do Chile,"Dom, 04 Agosto 2024",18:30,56%,48%,E E D D V,E D V E V,E D E D D,D V D V D,V D D D E,D D V D D,1.19,1.88,0.5,0.69,0.63,0.75,25%,50%,0%,2.31,2.63,2,1.19,1.75,0.63,1.13,0.88,1.38,56%,63%,50%,19%,38%,0%,31%,13%,50%,50%,63%,38%,1.49,1.6,1.38,1.5,1.52,1.47,19%,13%,25%,2.81,3.38,2.25,0.94,1.25,0.63,1.88,1.63,1.63,44%,63%,25%,13%,13%,13%,50%,38%,63%,31%,38%,25%,1.73,1.82,1.64,1.86,1.9,1.82
Lautaro de Buin,Real San Joaquín,Chile - 3ª Divisão do Chile,"Dom, 04 Agosto 2024",21:00,56%,48%,E E D D V,E V V D D,E D D D D,E D E E D,E E E V D,D D D E V,0.94,1.57,0.44,1.13,1.44,0.71,25%,43%,11%,3,2.71,3.22,1,1.43,0.67,2,1.29,2.56,50%,71%,33%,6%,14%,0%,44%,14%,67%,31%,57%,11%,1.35,1.56,1.18,1.56,1.38,1.7,25%,33%,14%,2.38,2.33,2.43,0.94,1.22,0.57,1.44,1.86,1.86,44%,56%,29%,25%,22%,29%,38%,22%,57%,31%,44%,14%,1.73,1.91,1.5,1.52,1.44,1.63
Imperial Unido,Brujas de Salamanca,Chile - 4ª Divisão do Chile,"Dom, 04 Agosto 2024",16:00,54%,59%,V E V D V,D V V D D,V E V V E,E V V V E,E V E V V,V V E V V,1.43,1.13,1.83,2.54,2.33,2.71,43%,38%,50%,3.93,3.75,4.17,1.93,1.75,2.17,2,2,2,71%,63%,83%,7%,13%,0%,21%,25%,17%,14%,13%,17%,1.97,2.16,1.67,1.37,1.04,1.85,77%,67%,86%,1.92,1.5,2.29,1.54,1.17,1.86,0.38,0.43,0.43,38%,33%,43%,62%,67%,57%,15%,17%,14%,54%,50%,57%,1.25,0,1.41,0.99,0,1.16
Beijing Guoan,Shanghai Shenhua,China - Campeonato Chinês,"Dom, 04 Agosto 2024",08:35,56%,56%,D V D D V,V D V V V,D D D E D,V V V V V,V V V E V,V V V V V,1.76,2.2,1.36,2.62,2.6,2.64,52%,70%,36%,3.05,3.8,2.36,1.81,2.6,1.09,1.24,1.2,1.27,62%,70%,55%,33%,30%,36%,10%,0%,18%,67%,60%,73%,1.45,1.81,1.12,1.57,1.4,1.72,81%,80%,82%,2.81,3.5,2.18,2.43,3,1.91,0.38,0.27,0.27,33%,40%,27%,67%,60%,73%,5%,0%,9%,76%,70%,82%,1.95,2.21,1.72,1.01,1,1.02
Nantong Zhiyun,Henan,China - Campeonato Chinês,"Dom, 04 Agosto 2024",09:00,56%,56%,D D D D V,D D E D E,D D V D D,V V E D V,V V D V V,E V E D D,0.67,0.5,0.82,1.29,1.42,1.11,14%,10%,18%,3.19,2.3,4,1,0.6,1.36,2.19,1.7,2.64,62%,40%,82%,10%,10%,9%,29%,50%,9%,29%,20%,36%,1.17,1.21,1.13,1.43,1.23,1.6,33%,42%,22%,2.76,2.42,3.22,1.29,1.17,1.44,1.48,1.78,1.78,62%,58%,67%,29%,25%,33%,19%,17%,22%,43%,50%,33%,1.51,1.53,1.49,1.35,1.36,1.33
Patriotas Boyacá,América de Cali,Colômbia - Campeonato Colombiano,"Dom, 04 Agosto 2024",17:30,41%,37%,D D E D D,D D D E V,D E D V D,V D V E D,V E V V V,D V E D E,0.73,0.9,0.58,1.41,2,0.92,18%,20%,17%,1.77,1.5,2,0.45,0.4,0.5,1.32,1.1,1.5,18%,10%,25%,32%,50%,17%,68%,70%,67%,23%,30%,17%,1.17,1.25,1.11,1.3,1.04,1.51,36%,60%,17%,2.18,2.4,2,1.32,1.8,0.92,0.86,1.08,1.08,45%,30%,58%,32%,50%,17%,41%,40%,42%,45%,60%,33%,1.46,1.67,1.3,1.24,1.24,1.25
Junior,Alianza Petrolera,Colômbia - Campeonato Colombiano,"Dom, 04 Agosto 2024",19:45,41%,37%,E V D D V,V V D V V,E D D E E,V D D D V,V D V D D,D D D E D,1.46,2.23,0.8,0.86,1,0.73,39%,69%,13%,2.14,2.15,2.13,1.11,1.54,0.73,1.04,0.62,1.4,32%,38%,27%,46%,54%,40%,39%,15%,60%,43%,69%,20%,1.3,1.49,1.14,1.29,1.2,1.37,23%,27%,18%,2.27,2.55,2,0.77,1,0.55,1.5,1.45,1.45,41%,45%,36%,9%,9%,9%,55%,45%,64%,23%,27%,18%,1.26,1.36,1.15,1.52,1.41,1.62
Deportivo Cali,Independiente Medellín,Colômbia - Campeonato Colombiano,"Dom, 04 Agosto 2024",21:50,41%,37%,D V D E V,V D E V E,D E D E D,V E E E V,V E E E V,E V V E V,1.09,1.42,0.7,1.52,1.77,1.2,27%,42%,10%,2.45,2.42,2.5,1.18,1.33,1,1.27,1.08,1.5,45%,33%,60%,27%,42%,10%,32%,33%,30%,41%,50%,30%,1.2,1.19,1.21,1.5,1.43,1.59,39%,46%,30%,2.52,2,3.2,1.09,1.08,1.1,1.43,2.1,2.1,48%,46%,50%,35%,54%,10%,22%,8%,40%,61%,85%,30%,1.28,1.31,1.25,1.14,1.09,1.2
Tigres,Real Santander,Colômbia - 2ª Divisão da Colômbia,"Dom, 04 Agosto 2024",18:00,45%,44%,D E D D D,E D D D V,D D D D E,D D D D D,D D D D V,D D D D D,1.17,1.08,1.25,0.44,0.89,0,29%,25%,33%,2.21,1.67,2.75,1.04,0.92,1.17,1.17,0.75,1.58,33%,25%,42%,33%,33%,33%,50%,58%,42%,38%,33%,42%,1.3,1.44,1.17,1.4,1.22,1.58,11%,22%,0%,2.83,2.33,3.33,0.72,0.89,0.56,2.11,2.78,2.78,33%,22%,44%,17%,33%,0%,56%,56%,56%,17%,33%,0%,1.19,1.44,0.97,1.72,1.34,2.05
Cartaginés,Alajuelense,Costa Rica - Campeonato da Costa Rica,"Dom, 04 Agosto 2024",14:00,56%,61%,V E V,V V,E,E V V,E V,V,2.33,3,1,2.33,2,3,67%,100%,0%,2.33,3.5,0,2,3,0,0.33,0.5,0,33%,50%,0%,67%,50%,100%,33%,0%,100%,67%,100%,0%,1.02,1.03,1,1.38,0.92,2.29,67%,50%,100%,2.67,2.5,3,1.67,1.5,2,1,1,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,67%,50%,100%,1.83,2.22,1.04,1.37,1.11,1.89
Pérez Zeledón,San Carlos,Costa Rica - Campeonato da Costa Rica,"Dom, 04 Agosto 2024",19:00,56%,61%,D E E,D E,E,D E V,D E,V,0.67,0.5,1,1.33,0.5,3,0%,0%,0%,2.67,1,6,1,0,3,1.67,1,3,33%,0%,100%,33%,50%,0%,67%,100%,0%,33%,0%,100%,1.59,1.51,1.76,1.4,1.21,1.78,33%,0%,100%,2,1.5,3,1.33,0.5,3,0.67,0,0,33%,50%,0%,67%,50%,100%,33%,50%,0%,0%,0%,0%,1.72,2.22,0,0.74,1.24,0
Rijeka,Lokomotiva Zagreb,Croácia - Campeonato Croata,"Dom, 04 Agosto 2024",13:50,0%,100%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Hajduk Split,Slaven Koprivnica,Croácia - Campeonato Croata,"Dom, 04 Agosto 2024",16:00,0%,100%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Osijek,Šibenik,Croácia - Campeonato Croata,"Dom, 04 Agosto 2024",16:00,0%,100%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Silkeborg,Viborg,Dinamarca - Campeonato Dinamarquês,"Dom, 04 Agosto 2024",09:00,69%,69%,D V,V,D,D E,E,D,1.5,3,0,0.5,1,0,50%,100%,0%,2,1,3,1,1,1,1,0,2,50%,0%,100%,50%,100%,0%,0%,0%,0%,50%,100%,0%,1.58,1.37,1.79,1.18,1.18,1.16,0%,0%,0%,5,6,4,2,3,1,3,3,3,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,100%,0%,1.03,0.91,1.14,2.02,2.9,1.14
